artist,genre,country,url
SANNA RUOHONIEMI,Vocal Jazz,Finland,http://www.jazzmusicarchives.com/artist/sanna-ruohoniemi
RANJHUS,Jazz Related Rock,Argentina,http://www.jazzmusicarchives.com/artist/ranjhus
RIVERLOAM TRIO,Avant-Garde Jazz,Multi-National,http://www.jazzmusicarchives.com/artist/riverloam-trio
HOWARD LIGHTHOUSE ALL-STARS RUMSEY'S,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/howard-rumseys-lighthouse-all-stars
MICHAEL RODRIGUEZ,Post Bop,United States,http://www.jazzmusicarchives.com/artist/michael-rodriguez
ROHEY,RnB,Norway,http://www.jazzmusicarchives.com/artist/rohey
MÁXIMO RODRÍGUEZ,Latin Jazz / Post-Fusion Contemporary / Fusion,Argentina,http://www.jazzmusicarchives.com/artist/maximo-rodriguez
OMAR RODRÍGUEZ-LÓPEZ,Jazz Related Rock / Jazz Related Improv/Composition / Pop/Art Song/Folk / Exotica / Eclectic Fusion,Puerto Rico,http://www.jazzmusicarchives.com/artist/omar-rodriguez-lopez
MARC RIBOT,Jazz Related Improv/Composition / Jazz Related Rock / Jazz Related Soundtracks / Pop/Art Song/Folk / Afro-Cuban Jazz / Third Stream / RnB / Eclectic Fusion / Avant-Garde Jazz / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/marc-ribot
RITMOS UNIDOS,Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/ritmos-unidos
CHRIS ROGERS,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/chris-rogers
BARNEY RACHABANE,African Fusion,South Africa,http://www.jazzmusicarchives.com/artist/barney-rachabane
RCS JAZZ,Progressive Big Band / Post Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/rcs-jazz
ROBERTO RODRIGUEZ,Latin Jazz,Cuba,http://www.jazzmusicarchives.com/artist/roberto-rodriguez
ANDREW RATHBUN,Post Bop / Progressive Big Band / 21st Century Modern,Canada,http://www.jazzmusicarchives.com/artist/andrew-rathbun
ERIC REED,Post Bop / Hard Bop / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/eric-reed
DOM UM ROMÃO,Latin Jazz / Jazz Related Electronica/Hip-Hop / Acid Jazz,Brazil,http://www.jazzmusicarchives.com/artist/dom-um-romao
RESPECT SEXTET,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/respect-sextet
NAPOLEON REVELS-BEY,World Fusion,United States,http://www.jazzmusicarchives.com/artist/napoleon-revels-bey
FRED RICH,Big Band,Poland,http://www.jazzmusicarchives.com/artist/fred-rich
ELIS REGINA,Bossa Nova,Brazil,http://www.jazzmusicarchives.com/artist/elis-regina
GEORGE BIG BAND ROSE,Big Band,Canada,http://www.jazzmusicarchives.com/artist/the-george-rose-big-band
RUDDER,Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/rudder
MAJA RATKJE,Jazz Related Improv/Composition,Norway,http://www.jazzmusicarchives.com/artist/maja-ratkje
HAL / NRG ENSEMBLE RUSSELL,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/hal-russell-nrg-ensemble
ALEX ROSSI,Latin Jazz / Blues,Brazil,http://www.jazzmusicarchives.com/artist/alex-rossi(brazil)
THE ROSENBERG TRIO,Swing,Netherlands,http://www.jazzmusicarchives.com/artist/the-rosenberg-trio
RENAISSANCE SOUND,Jazz Related Rock,United States,http://www.jazzmusicarchives.com/artist/renaissance-sound
ROOT 70,Eclectic Fusion / Post Bop / Post-Fusion Contemporary / Dub/Ska/Reggae,Multi-National,http://www.jazzmusicarchives.com/artist/root-70
RADIATA 5TET,Jazz Related Improv/Composition,Italy,http://www.jazzmusicarchives.com/artist/radiata-5tet
THE RODRIGUEZ BROTHERS,Post Bop / Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/the-rodriguez-brothers
JON ROSE,Jazz Related Improv/Composition / Avant-Garde Jazz,United Kingdom,http://www.jazzmusicarchives.com/artist/jon-rose
ANAÏS RENO,Vocal Jazz,Switzerland,http://www.jazzmusicarchives.com/artist/anais-reno
DAVE RUDOLPH,Post Bop,United States,http://www.jazzmusicarchives.com/artist/dave-rudolph
TERI ROIGER,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/teri-roiger
ROOTS MAGIC,Eclectic Fusion / Blues,Italy,http://www.jazzmusicarchives.com/artist/roots-magic
RUFUS,RnB,United States,http://www.jazzmusicarchives.com/artist/rufus
SALAH AND THE CAIRO JAZZ BAND RAGAB,World Fusion,Egypt,http://www.jazzmusicarchives.com/artist/salah-ragab-and-the-cairo-jazz-band
HECTOR RIVERA,Afro-Cuban Jazz,United States,http://www.jazzmusicarchives.com/artist/hector-rivera
HERB ROBERTSON,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/herb-robertson
ROOTS (SOUTH AFRICA),Soul Jazz,South Africa,http://www.jazzmusicarchives.com/artist/roots-south-africa
RENT ROMUS,Avant-Garde Jazz / 21st Century Modern / World Fusion,United States,http://www.jazzmusicarchives.com/artist/rent-romus
MONIKA BIG BAND ROSCHER,Eclectic Fusion / Pop/Art Song/Folk,Germany,http://www.jazzmusicarchives.com/artist/monika-roscher-big-band
BOBBY RUSH,RnB / Blues,United States,http://www.jazzmusicarchives.com/artist/bobby-rush
MATT RIDLEY,Fusion / 21st Century Modern,United Kingdom,http://www.jazzmusicarchives.com/artist/matt-ridley
TROY ROBERTS,Eclectic Fusion / Hard Bop / Fusion / Post Bop,Australia,http://www.jazzmusicarchives.com/artist/troy-roberts
DENNIS REA,World Fusion,United States,http://www.jazzmusicarchives.com/artist/dennis-rea
DIZZY REECE,Hard Bop / World Fusion,Jamaica,http://www.jazzmusicarchives.com/artist/dizzy-reece
