artist,genre,country,url
LUNAR CAPE,Jazz Related Rock,Russia,http://www.jazzmusicarchives.com/artist/lunar-cape
WOLFGANG LACKERSCHMID,Post Bop / Post-Fusion Contemporary / Latin Jazz / Fusion / Avant-Garde Jazz,Germany,http://www.jazzmusicarchives.com/artist/wolfgang-lackerschmid
MICHAEL LANG,Post Bop,United States,http://www.jazzmusicarchives.com/artist/michael-lang
LIQUID SOUL,Acid Jazz,United States,http://www.jazzmusicarchives.com/artist/liquid-soul
MARY LANE,Blues,United States,http://www.jazzmusicarchives.com/artist/mary-lane
MIMI LORENZINI,Post Bop / Fusion,France,http://www.jazzmusicarchives.com/artist/mimi-lorenzini
DOMINIC LASH,Jazz Related Improv/Composition / Avant-Garde Jazz,United Kingdom,http://www.jazzmusicarchives.com/artist/dominic-lash
EDU LOBO,Bossa Nova,Brazil,http://www.jazzmusicarchives.com/artist/edu-lobo
LARGE UNIT,Avant-Garde Jazz / World Fusion,Norway,http://www.jazzmusicarchives.com/artist/large-unit
LONDON JAZZ COMPOSERS ORCHESTRA,Avant-Garde Jazz,United Kingdom,http://www.jazzmusicarchives.com/artist/london-jazz-composers-orchestra
LITTLE WOMEN,Jazz Related Improv/Composition,United States,http://www.jazzmusicarchives.com/artist/little-women
LES COMPTES DE KORSAKOFF (LCDK),Jazz Related Improv/Composition / Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/les-comptes-de-korsakoff-lcdk
THE LINK QUARTET,RnB,Italy,http://www.jazzmusicarchives.com/artist/the-link-quartet
LV,Jazz Related Electronica/Hip-Hop,United Kingdom,http://www.jazzmusicarchives.com/artist/lv
ANDY LAVERNE,Post Bop / Hard Bop / Post-Fusion Contemporary / Fusion,United States,http://www.jazzmusicarchives.com/artist/andy-laverne
LETTUCE,Funk Jazz / Nu Jazz / Fusion,United States,http://www.jazzmusicarchives.com/artist/lettuce
PASCAL LE BOEUF,Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/pascal-le-boeuf
LEVIN BROTHERS,Cool Jazz,United States,http://www.jazzmusicarchives.com/artist/levin-brothers
JOHN LURIE,Jazz Related Soundtracks / World Fusion / RnB / Blues,United States,http://www.jazzmusicarchives.com/artist/john-lurie
BEN LEE,Eclectic Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/ben-lee
PEGGY (CELLO) LEE,Avant-Garde Jazz / Third Stream / Eclectic Fusion / 21st Century Modern,Canada,http://www.jazzmusicarchives.com/artist/peggy-lee-cello
DANIEL LEVIN,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/daniel-levin
